dteday,hour,holiday,year,workingday,temp,atemp,hum,windspeed,casual,registered,counts,spring,summer,fall,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm
2011-03-03,21,0,0,1,0.18,0.2121,0.4,0.1045,3,48,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-08-10,3,0,1,1,0.72,0.6970000000000001,0.79,0.19399999999999998,3,6,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2012-09-25,17,0,1,1,0.66,0.6212,0.39,0.2836,107,860,967,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2012-10-10,18,0,1,1,0.56,0.5303,0.49,0.1642,57,787,844,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2012-03-19,19,0,1,1,0.62,0.6061,0.61,0.2239,86,463,549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-09-29,14,0,0,1,0.68,0.6364,0.51,0.2985,33,134,167,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-17,6,0,1,1,0.3,0.2879,0.75,0.2537,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-06-26,4,0,0,0,0.6,0.6061,0.64,0.0896,3,8,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,23,0,1,0,0.24,0.2273,0.44,0.19399999999999998,9,48,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2011-03-01,7,0,0,1,0.2,0.1818,0.59,0.3284,2,105,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-08-26,16,0,0,1,0.78,0.7424,0.62,0.1045,50,293,343,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-02-17,14,0,1,1,0.4,0.4091,0.37,0.3582,33,137,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-16,5,0,1,1,0.6,0.5758,0.78,0.1642,7,30,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-10-07,9,0,0,1,0.48,0.4697,0.77,0.0,34,207,241,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2011-01-31,5,0,0,1,0.18,0.1667,0.64,0.2836,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-11-05,6,0,0,0,0.26,0.2424,0.6,0.2537,3,20,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2011-04-18,2,0,0,1,0.42,0.4242,0.67,0.1045,14,2,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-31,0,0,1,1,0.28,0.2727,0.52,0.2537,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-10-15,4,0,0,0,0.42,0.4242,0.67,0.1343,0,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-11-09,5,0,1,1,0.3,0.2879,0.56,0.19399999999999998,2,25,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2011-12-27,8,0,0,1,0.3,0.303,0.65,0.1642,9,155,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2012-06-28,18,0,1,1,0.86,0.7273,0.25,0.2239,100,597,697,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-18,4,0,0,0,0.6,0.5455,0.88,0.0896,1,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-02-23,6,0,1,1,0.36,0.3485,0.87,0.19399999999999998,3,88,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-11-13,8,0,1,1,0.32,0.303,0.87,0.2537,4,207,211,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2012-07-10,11,0,1,1,0.8,0.7273,0.46,0.19399999999999998,92,157,249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-09-12,6,0,1,1,0.5,0.4848,0.72,0.0896,6,199,205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012-04-11,1,0,1,1,0.34,0.3182,0.39,0.2836,3,9,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-09,22,0,0,0,0.36,0.3485,0.93,0.1343,21,66,87,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011-05-30,0,1,0,0,0.64,0.5606,0.94,0.19399999999999998,38,65,103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-09-26,18,0,0,1,0.66,0.6061,0.83,0.1045,63,490,553,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-09-26,14,0,1,1,0.74,0.6667,0.48,0.2836,60,217,277,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012-12-03,22,0,1,1,0.42,0.4242,0.82,0.1045,5,139,144,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2012-06-17,2,0,1,0,0.56,0.5303,0.56,0.0896,19,55,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-16,11,1,1,0,0.64,0.6061,0.65,0.2537,115,136,251,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-21,14,0,0,1,0.76,0.7121,0.62,0.2239,44,108,152,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-02-20,17,1,1,0,0.38,0.3939,0.27,0.2537,27,226,253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-07-01,18,0,0,1,0.8,0.6818,0.24,0.2537,98,324,422,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-06-15,16,0,1,1,0.72,0.6515,0.37,0.19399999999999998,132,426,558,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-03,10,0,0,1,0.18,0.1818,0.29,0.19399999999999998,7,49,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-05-27,8,0,1,0,0.64,0.5758,0.83,0.19399999999999998,69,82,151,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-09,6,0,0,0,0.44,0.4394,0.88,0.0,7,14,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-09-27,10,0,1,1,0.7,0.6515,0.51,0.2836,40,168,208,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2011-04-09,13,0,0,0,0.36,0.3788,0.81,0.0,114,108,222,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011-12-23,10,0,0,1,0.4,0.4091,0.62,0.3582,8,96,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011-10-07,8,0,0,1,0.46,0.4545,0.82,0.0,31,386,417,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-05-05,12,0,1,0,0.72,0.6667,0.58,0.1045,220,330,550,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-03-01,10,0,1,1,0.52,0.5,0.55,0.1642,11,122,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-15,4,0,0,1,0.24,0.2576,0.75,0.0896,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-10-14,19,0,1,0,0.56,0.5303,0.64,0.2239,68,268,336,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,18,0,1,1,0.2,0.2121,0.37,0.1343,9,280,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011-10-26,8,0,0,1,0.44,0.4394,0.67,0.19399999999999998,26,438,464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2011-10-27,10,0,0,1,0.5,0.4848,0.88,0.19399999999999998,10,52,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2011-04-13,16,0,0,1,0.46,0.4545,0.67,0.2836,23,119,142,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-04-08,9,0,1,0,0.44,0.4394,0.26,0.2239,71,108,179,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-18,6,0,1,1,0.64,0.5758,0.89,0.3284,4,163,167,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2012-06-19,17,0,1,1,0.8,0.7576,0.55,0.19399999999999998,86,725,811,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-08,6,0,1,1,0.5,0.4848,0.77,0.2985,7,158,165,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-01-04,16,0,0,1,0.3,0.2879,0.49,0.2537,15,68,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-12-14,22,0,1,1,0.28,0.2879,0.75,0.1045,4,134,138,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011-07-01,20,0,0,1,0.72,0.6515,0.42,0.2239,84,185,269,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12,0,0,0,1,0.64,0.6212,0.53,0.1642,12,53,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-11-13,10,0,1,1,0.3,0.2727,0.75,0.3881,10,84,94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2012-03-07,1,0,1,1,0.3,0.2727,0.61,0.2985,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-01-07,23,0,1,0,0.42,0.4242,0.38,0.2239,16,103,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-11-27,10,0,1,1,0.32,0.3182,0.81,0.19399999999999998,5,52,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2012-07-31,3,0,1,1,0.66,0.6061,0.83,0.0896,1,5,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-01,6,0,1,1,0.52,0.5,0.77,0.1045,2,24,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012-07-14,4,0,1,0,0.66,0.6212,0.61,0.1045,3,6,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011-04-27,19,0,0,1,0.62,0.5909,0.78,0.2836,40,220,260,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-12-22,6,0,1,0,0.26,0.2273,0.44,0.4179,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-06-01,16,0,1,1,0.74,0.6818,0.58,0.4478,36,186,222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2011-09-19,20,0,0,1,0.56,0.5303,0.68,0.1343,27,204,231,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2012-06-18,15,0,1,1,0.6,0.5909,0.69,0.19399999999999998,61,176,237,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-11-16,3,0,1,1,0.3,0.303,0.65,0.1343,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2011-09-19,9,0,0,1,0.54,0.5152,0.68,0.1642,32,183,215,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2012-07-08,1,0,1,0,0.82,0.7879,0.56,0.1045,25,99,124,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-24,15,0,1,1,0.5,0.4848,0.23,0.4179,60,176,236,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-08-03,12,0,1,1,0.86,0.8182,0.5,0.2985,95,243,338,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2012-05-03,7,0,1,1,0.44,0.4394,0.94,0.1045,8,376,384,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2011-09-27,14,0,0,1,0.68,0.6364,0.79,0.1045,29,123,152,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-05-09,19,0,0,1,0.58,0.5455,0.43,0.19399999999999998,45,339,384,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-08-27,11,0,1,1,0.74,0.6970000000000001,0.66,0.19399999999999998,47,182,229,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-11-06,9,0,0,0,0.3,0.3182,0.75,0.0896,36,134,170,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2012-10-05,22,0,1,1,0.6,0.5909,0.73,0.2836,63,201,264,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2011-03-13,21,0,0,0,0.3,0.2879,0.56,0.2537,9,49,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-13,4,0,1,1,0.32,0.2879,0.7,0.4925,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2011-12-20,0,0,0,1,0.36,0.3636,0.57,0.1045,0,21,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2012-03-05,3,0,1,1,0.22,0.2273,0.51,0.1642,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-20,22,0,0,1,0.64,0.6061,0.73,0.2239,24,106,130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-11-12,23,1,1,0,0.54,0.5152,0.77,0.2239,1,62,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2012-03-17,19,0,1,0,0.58,0.5455,0.64,0.2836,155,262,417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-19,11,0,0,1,0.54,0.5152,0.88,0.1642,53,111,164,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2011-12-30,8,0,0,1,0.24,0.2576,0.75,0.0896,12,193,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2011-09-16,5,0,0,1,0.38,0.3939,0.76,0.19399999999999998,2,30,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-06-23,5,0,1,0,0.64,0.5758,0.83,0.19399999999999998,1,11,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011-06-19,18,0,0,0,0.74,0.6818,0.58,0.0896,78,218,296,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-12-23,19,0,0,1,0.34,0.3333,0.53,0.19399999999999998,1,75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011-06-11,13,0,0,0,0.8,0.7576,0.55,0.19399999999999998,150,237,387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-04,22,0,0,1,0.3,0.2879,0.7,0.19399999999999998,4,40,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-04-23,1,0,1,1,0.34,0.303,0.87,0.3582,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2011-12-06,3,0,0,1,0.46,0.4545,0.87,0.19399999999999998,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2012-01-28,16,0,1,0,0.42,0.4242,0.44,0.3582,131,276,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-10-07,13,0,1,0,0.44,0.4394,0.72,0.0896,80,240,320,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2011-09-26,9,0,0,1,0.64,0.5758,0.89,0.19399999999999998,44,161,205,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2012-05-30,17,0,1,1,0.74,0.6667,0.48,0.0896,83,756,839,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-04,7,0,1,1,0.56,0.5303,0.6,0.2239,13,504,517,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-12-05,17,0,1,1,0.44,0.4394,0.35,0.2836,29,576,605,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2011-06-16,18,0,0,1,0.64,0.5758,0.83,0.2239,26,299,325,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-05-10,16,0,1,1,0.58,0.5455,0.3,0.4627,87,334,421,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-06-03,13,0,1,0,0.68,0.6364,0.36,0.2836,265,421,686,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-15,4,0,1,1,0.44,0.4394,0.77,0.1045,11,3,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-08,11,0,0,0,0.58,0.5455,0.49,0.0896,142,198,340,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-06,13,0,1,1,0.44,0.4394,0.33,0.3284,173,238,411,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-10-11,16,0,0,1,0.6,0.5909,0.73,0.1642,63,257,320,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2012-09-12,14,0,1,1,0.7,0.6364,0.37,0.1642,78,200,278,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-02,19,0,0,0,0.32,0.2879,0.42,0.4478,1,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,5,0,1,1,0.36,0.3485,0.66,0.2239,1,38,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2011-10-26,0,0,0,1,0.44,0.4394,0.72,0.19399999999999998,4,28,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2011-10-30,16,0,0,0,0.42,0.4242,0.32,0.1343,107,213,320,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-06-13,14,0,1,1,0.72,0.6515,0.37,0.4179,98,222,320,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011-08-01,2,0,0,1,0.7,0.6667,0.74,0.1045,4,7,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-08-04,9,0,1,0,0.78,0.7576,0.65,0.2239,61,217,278,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-19,17,0,0,0,0.48,0.4697,0.31,0.3284,138,140,278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-05-09,3,0,1,1,0.56,0.5303,0.88,0.1642,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2012-01-13,9,0,1,1,0.22,0.19699999999999998,0.47,0.3881,10,204,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-27,23,0,1,1,0.76,0.7273,0.66,0.0,34,155,189,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-10-24,15,0,1,1,0.7,0.6364,0.39,0.1045,63,245,308,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2011-08-30,8,0,0,1,0.62,0.6212,0.57,0.1343,34,459,493,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-12-25,13,0,0,0,0.32,0.303,0.7,0.2537,40,39,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-02,23,0,0,1,0.32,0.303,0.53,0.2836,14,81,95,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011-09-01,1,0,0,1,0.6,0.5909,0.73,0.0896,7,14,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-17,20,0,1,1,0.86,0.7576,0.34,0.1642,52,375,427,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-07-01,15,0,0,1,0.82,0.6970000000000001,0.21,0.2537,82,299,381,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-12-21,17,0,0,1,0.44,0.4394,1.0,0.3284,3,226,229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2011-05-16,13,0,0,1,0.68,0.6364,0.51,0.0,61,153,214,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-02-17,23,0,0,1,0.46,0.4545,0.67,0.2985,4,40,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-12-06,13,0,0,1,0.46,0.4545,1.0,0.19399999999999998,6,65,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2011-10-01,1,0,0,0,0.48,0.4697,0.67,0.3284,11,47,58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011-11-02,13,0,0,1,0.48,0.4697,0.48,0.1642,22,139,161,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-03-04,20,0,1,0,0.28,0.2727,0.38,0.2537,8,80,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-22,20,0,1,1,0.62,0.5909,0.73,0.2836,64,360,424,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-12-05,19,0,0,1,0.46,0.4545,0.77,0.0,13,295,308,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2012-02-23,1,0,1,1,0.44,0.4394,0.58,0.2836,3,12,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2012-03-07,15,0,1,1,0.54,0.5152,0.37,0.4478,44,165,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-28,11,0,0,1,0.26,0.2424,0.3,0.2836,18,39,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-04-26,11,0,0,1,0.68,0.6364,0.65,0.3881,40,132,172,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-07-15,10,0,1,0,0.76,0.7273,0.66,0.1343,141,241,382,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-13,16,0,0,1,0.66,0.6212,0.74,0.2239,36,240,276,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2011-06-24,12,0,0,1,0.8,0.7121,0.41,0.2836,51,150,201,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-09-22,0,0,1,0,0.6,0.5909,0.73,0.2836,32,140,172,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2011-08-06,8,0,0,0,0.68,0.6364,0.83,0.1642,27,94,121,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-04-22,9,0,1,0,0.4,0.4091,0.82,0.2537,8,71,79,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-17,13,0,0,1,0.34,0.303,0.49,0.4478,15,109,124,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2012-04-03,23,0,1,1,0.5,0.4848,0.59,0.0,13,66,79,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-03-12,16,0,0,0,0.46,0.4545,0.41,0.4478,100,144,244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-30,21,0,0,1,0.52,0.5,0.55,0.19399999999999998,27,179,206,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-12-11,2,0,1,1,0.4,0.4091,0.66,0.3284,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2011-09-04,7,0,0,0,0.66,0.6061,0.78,0.19399999999999998,10,20,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-13,15,0,1,1,0.8,0.7121,0.36,0.1045,92,261,353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011-08-07,4,0,0,0,0.7,0.6667,0.84,0.1343,1,5,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
